category	alpha_global	alpha_global_se	alpha_global_ci99_low	alpha_global_ci99_high	beta_global_log	beta_global_log_se	beta_global_ci99_low	beta_global_ci99_high	n_genomes_used	r_squared	p_value
map00550	0.1264512822374802	0.010322070365307502	0.09986162897644807	0.15304093549851233	0.6444028123674548	0.08513006370707674	0.4251077682580251	0.8636978564768845	2155	0.06516351019264988	0.0
map00552	0.18366578720609153	0.013285141497202826	0.14944326270929706	0.217888311702886	-1.4197685607097146	0.10987081743326683	-1.70279578641781	-1.1367413350016191	1938	0.08985257961941728	0.0
map00561	0.5634347399905706	0.03295064775362867	0.4785538713772231	0.648315608603918	-3.4483846784179453	0.27209257668727366	-4.149295155964362	-2.7474742008715283	2041	0.12541364759275608	0.0
map00562	0.5091987843890906	0.02343086423955203	0.44884087810800455	0.5695566906701767	-3.801687230671572	0.19350505861593995	-4.300156261666233	-3.3032181996769108	2108	0.18317588036681998	0.0
map00564	0.15289750734938687	0.0225671140505821	0.09476462155508739	0.21103039314368635	-0.7463981048387155	0.18617471860863563	-1.225984179974561	-0.2668120297028701	2114	0.021272409298109918	2.0339285811132868e-13
map00566	0.22761441554193912	0.019031792378921795	0.17858851837383657	0.27664031271004164	-1.694360260185976	0.1573321716801994	-2.0996479344341696	-1.2890725859377823	1624	0.0810376800842818	0.0
map00600	0.0054696962617752885	0.03082017217768792	-0.0739230672679488	0.08486245979149938	-0.006751259877113364	0.26060171892793843	-0.6780612878354827	0.664558768081256	186	0.00017114497111447857	0.9801486670215589
map00620	0.7327019528070907	0.018424004702091934	0.6852417166945018	0.7801621889196796	-4.089101253261175	0.15194356240153697	-4.480507870007534	-3.697694636514816	2154	0.4236069602279535	0.0
map00621	0.2471529407350585	0.06497447710612506	0.07977868770968036	0.4145271937604367	-1.8429495389496036	0.5556582521013078	-3.2743251963625726	-0.41157388153663454	355	0.039375399845466896	9.989311971114745e-05
map00622	0.2471529407350585	0.06497447710612506	0.07977868770968036	0.4145271937604367	-1.8429495389496036	0.5556582521013078	-3.2743251963625726	-0.41157388153663454	355	0.039375399845466896	9.989311971114745e-05
map00625	-0.05504921708932141	0.03203735613287043	-0.13757744648759565	0.027479012308952833	0.5001111052440691	0.27554242683774804	-0.20968618628996993	1.2099083967781081	284	0.01036135357519763	1.8473512523464835
map00626	0.1153260249891512	0.0879707384704754	-0.11128659731079343	0.34193864728909584	-0.9085977294421338	0.7603325279769081	-2.867214321510649	1.0500188626263816	87	0.019818274819572657	0.33483975176077885
map00630	1.1755080975867351	0.030391987915443088	1.0972183367165538	1.2537978584569165	-7.872697093295023	0.2507045940351755	-8.518512127529634	-7.226882059060411	2149	0.4106513657630404	0.0
map00640	0.3050797978596412	0.03707113620948609	0.209584550984005	0.4005750447352774	-1.8707033089143523	0.30921821138570893	-2.6672494214439384	-1.0741571963847663	1703	0.03829081040307858	0.0
map00643	0.4707029827276528	0.039562959195415914	0.3687887998402614	0.5726171656150443	-3.6613580735412747	0.33805515711281003	-4.532188158263874	-2.790527988818676	706	0.16740791364899987	0.0
map00650	0.5536146964131753	0.026970609910066886	0.484138405284843	0.6230909875415076	-4.062326338741177	0.2241129231939873	-4.639641228888888	-3.4850114485934656	1540	0.21504218644268325	0.0
map00660	-0.286314931185117	0.12796877568646356	-0.6159624973534472	0.0433326349832131	3.1398912626095297	1.0652520407726982	0.3958020055790592	5.88398051964	99	0.04907437532184733	1.958697767786335
map00670	0.5633785097342234	0.016610812646093952	0.5205890563578854	0.6061679631105614	-2.826785435559451	0.13693869531723474	-3.1795395146966476	-2.474031356422254	2162	0.3474951703944601	0.0
map00680	0.8127283234748919	0.036413683838837356	0.7189266739060468	0.906529973043737	-5.417937249361136	0.3012962546285069	-6.19407640128417	-4.641798097438103	1993	0.2001290818269661	0.0
map00710	0.23237609998743888	0.015942717616821863	0.19130765940650576	0.273444540568372	-0.1301717830138227	0.13141594876629367	-0.46869926703579523	0.20835570100814982	2164	0.08947362825900296	0.0
map00720	0.671086032609465	0.018817099234242518	0.6226131849820562	0.7195588802368738	-3.922148139200266	0.15514788347678535	-4.321809087036465	-3.5224871913640667	2158	0.37104246538116614	0.0
map00730	0.3386385617355775	0.02192979036828453	0.28214742174687657	0.3951297017242784	-1.45172045999066	0.18107148362957462	-1.918160601820444	-0.9852803181608757	2120	0.1011917184181983	0.0
map00740	0.5676429036558165	0.01906576385072322	0.5185294959763534	0.6167563113352795	-2.912244775468229	0.15730356299947293	-3.317458753754871	-2.507030797181587	2145	0.2926050374298955	0.0
map00750	0.16010301123833656	0.041618384242796735	0.05289405342889217	0.267311969047781	-0.9907560131507165	0.34705613149997633	-1.8847726078946554	-0.09673941840677747	1126	0.012995157329230289	8.09844366733703e-05
map00760	0.4348219062622415	0.022256850647839232	0.37748825899340765	0.4921555535310753	-2.6261444773994564	0.18360436861687354	-3.0991093309565225	-2.1531796238423904	2142	0.1513582295177317	0.0
map00770	0.21561987492776563	0.009980098981747064	0.18991113995078518	0.24132860990474608	-0.5786025275356985	0.08226603569042357	-0.7905198354742297	-0.3666852195971674	2164	0.17756379322748472	0.0
map00780	0.3717497682153152	0.026866956335794313	0.30254048869430905	0.44095904773632133	-1.9461090774487062	0.22347062442884855	-2.52176940597742	-1.3704487489199924	1575	0.10850609399090727	0.0
map00790	0.601862478581692	0.02682935798530488	0.5327500524115466	0.6709749047518373	-3.7313775169122927	0.22187362778991773	-4.302923982099121	-3.1598310517254644	2068	0.19587072616338252	0.0
map00791	-0.20287999853856592	0.055982491244771934	-0.34709089598509846	-0.05866910109203341	2.261430073707933	0.4793249992945309	1.0266888755252213	3.4961712718906446	392	0.0325780695107718	1.9997661712455816
map00860	0.8499384798742918	0.027126200767954505	0.7800613866960411	0.9198155730525426	-4.697967387762855	0.22431663018934986	-5.27580702713062	-4.12012774839509	2079	0.3209625042290235	0.0
map00900	0.25460476987100217	0.015140079212474037	0.21560392581966906	0.2936056139223353	-0.12316058322370593	0.12481325255287698	-0.44467952179991704	0.19835835535250518	2161	0.11581558136245063	0.0
map00909	-0.18580372339628004	0.37256900454290487	-1.145541479098803	0.7739340323062429	1.7780562778737479	3.3473201121787146	-6.844640331098621	10.400752886846117	43	0.0060295513575054915	1.1464357676657464
map00910	1.2325590858128674	0.033495413786018294	1.1462748999000842	1.3188432717256506	-8.908063330027966	0.2763782199216043	-9.620013624546019	-8.196113035509914	2137	0.3880911042115627	0.0
map00920	0.47723293101827463	0.03154666693486601	0.3959687169940598	0.5584971450424895	-3.1799124481825407	0.2611690347183389	-3.852683881616982	-2.5071410147480995	2029	0.10144796305951698	0.0
map00970	0.0016918134934780695	0.006705966018727035	-0.015582754970762775	0.018966381957718915	1.4855491657477284	0.05527733150185579	1.343154759798948	1.627943571696509	2164	2.9438372571188864e-05	0.9602905894106821
map00984	-0.031285691240708575	0.10991386203323682	-0.31442379983832663	0.2518524173569095	1.0020188393828517	0.9511511495018484	-1.4481465217339098	3.4521842004996133	118	0.0006979516887912762	1.0502706798860222
map00997	-0.02216630985437616	0.05316443761890493	-0.15911790116067526	0.11478528145192295	0.35992064649239025	0.4558657941026224	-0.8143896391159651	1.5342309321007457	425	0.00041079537080401796	1.1047646324791525
map00998	0.5081793752719977	0.02567017282378006	0.4420530100779403	0.5743057404660552	-3.8989666576853925	0.21150904983419289	-4.443813970058273	-3.3541193453125118	1812	0.17798306281442688	0.0
map00999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17	0.0	
map01040	0.17751682496396923	0.05446956577615498	0.03720322352459399	0.31783042640334447	-1.474298804644838	0.46585972356820243	-2.6743534525565273	-0.2742441567331484	122	0.08131257983436746	0.0011573422945261314
map01053	0.4203678829111437	0.0352368833582734	0.32959767138023144	0.5111380944420559	-3.2371379523793604	0.29267156564640273	-3.991059905484494	-2.483215999274227	678	0.1739166794075574	0.0
map01055	0.14393239670640798	0.015410281100480587	0.10423551259156999	0.18362928082124597	-1.081206345003894	0.12788147828831675	-1.4106290330745979	-0.75178365693319	1793	0.04644573294983256	0.0
map01100	0.5942008508931086	0.009890236313700047	0.5687236021490173	0.6196780996371999	0.15501559972558265	0.08152529699932308	-0.05499356534467362	0.3650247647958389	2164	0.6254039961876794	0.0
map01110	0.4964677193781236	0.010816998380111255	0.468603131550957	0.5243323072052902	0.23138678148502123	0.08916460412156252	0.0016987612678761865	0.4610748017021663	2164	0.4935029382171664	0.0
map01120	0.8181905337430395	0.014698984028888112	0.7803259508846238	0.8560551166014553	-3.05089162624414	0.12116384285817919	-3.36300968544681	-2.7387735670414703	2164	0.5890028441461356	0.0
map01200	0.6312451884326817	0.01592052231590336	0.5902339229469147	0.6722564539184488	-2.227687039350669	0.1312329927233866	-2.565743228606113	-1.889630850095225	2164	0.42101252558533975	0.0
map01210	0.355935084159638	0.014972285533247282	0.317366476625993	0.394503691693283	-1.405909367181694	0.12360226764855267	-1.7243088086443656	-1.0875099257190224	2131	0.20976994956093042	0.0
map01212	0.17751682496396923	0.05446956577615498	0.03720322352459399	0.31783042640334447	-1.474298804644838	0.46585972356820243	-2.6743534525565273	-0.2742441567331484	122	0.08131257983436746	0.0011573422945261314
map01220	0.8402447254092912	0.05182977037026019	0.706731236935501	0.9737582138830814	-6.406776450926625	0.44117446822659784	-7.543241881078341	-5.270311020774908	809	0.2456651952776735	0.0
map01230	0.4702332223196781	0.012725721447664037	0.43745176387049556	0.5030146807688607	-0.28399144442178237	0.10489822362630058	-0.5542092684831327	-0.01377362036043206	2164	0.3870850059446348	0.0
map01232	0.29135533995451907	0.012908991802314935	0.2581017770717558	0.32460890283728233	-0.4711521942489181	0.10640892262480571	-0.7452615789304176	-0.19704280956741854	2164	0.1906873749419773	0.0
map01240	0.5426165149369753	0.012491130261416976	0.5104393633835651	0.5747936664903854	-0.8101497180702735	0.10296448660267427	-1.0753862355587624	-0.5449132005817845	2164	0.46604709472557193	0.0
map01250	0.4091274898674833	0.01325320310162929	0.37498723867768624	0.4432677410572804	-0.8251276149023643	0.10928863636879849	-1.1066551421883892	-0.5436000876163394	2157	0.3066195949549295	0.0
map01310	0.5014012378967605	0.04258060202301422	0.39171360708547587	0.6110888687080451	-2.9557276729496262	0.3601804960227025	-3.883552630704108	-2.0279027151951445	1080	0.11396682075247366	0.0
map01320	0.0856061448727893	0.016085922904822754	0.044168807469965876	0.1270434822756127	-0.6554218361169737	0.1354543029034716	-1.0043521203963166	-0.3064915518376308	1390	0.019996594165048842	1.4778448464980443e-08
