accession	filePath	fileType	uncompressedLengthBytes
GCF_030408375.1	GCF_030408375.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_030408395.1	GCF_030408395.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2709112
GCF_030408395.1	GCF_030408395.1/genomic.gbff	GENBANK_FLAT_FILE	6351810
GCF_030408395.1	GCF_030408395.1/GCF_030408395.1_ASM3040839v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2556038
GCF_030408395.1	GCF_030408395.1/genomic.gff	GFF3	1397100
GCF_030408395.1	GCF_030408395.1/protein.faa	PROTEIN_FASTA	908730
GCF_030408395.1	GCF_030408395.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_030408415.1	GCF_030408415.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2493409
GCF_030408415.1	GCF_030408415.1/genomic.gbff	GENBANK_FLAT_FILE	5943055
GCF_030408415.1	GCF_030408415.1/GCF_030408415.1_ASM3040841v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2313077
GCF_030408415.1	GCF_030408415.1/genomic.gff	GFF3	1388752
GCF_030408415.1	GCF_030408415.1/protein.faa	PROTEIN_FASTA	840629
GCF_030408415.1	GCF_030408415.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_030408435.1	GCF_030408435.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2722488
GCF_030408435.1	GCF_030408435.1/genomic.gbff	GENBANK_FLAT_FILE	6618239
GCF_030408435.1	GCF_030408435.1/GCF_030408435.1_ASM3040843v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2631749
GCF_030408435.1	GCF_030408435.1/genomic.gff	GFF3	1476198
GCF_030408435.1	GCF_030408435.1/protein.faa	PROTEIN_FASTA	901863
GCF_030408435.1	GCF_030408435.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_030408675.1	GCF_030408675.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3036394
GCF_030408675.1	GCF_030408675.1/genomic.gbff	GENBANK_FLAT_FILE	7328481
GCF_030408675.1	GCF_030408675.1/GCF_030408675.1_ASM3040867v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2821781
GCF_030408675.1	GCF_030408675.1/genomic.gff	GFF3	1688587
GCF_030408675.1	GCF_030408675.1/protein.faa	PROTEIN_FASTA	1004105
GCF_030408675.1	GCF_030408675.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_030408755.1	GCF_030408755.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3196458
GCF_030408755.1	GCF_030408755.1/genomic.gbff	GENBANK_FLAT_FILE	7834684
GCF_030408755.1	GCF_030408755.1/GCF_030408755.1_ASM3040875v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3276560
GCF_030408755.1	GCF_030408755.1/genomic.gff	GFF3	1663252
GCF_030408755.1	GCF_030408755.1/protein.faa	PROTEIN_FASTA	1061264
GCF_030408755.1	GCF_030408755.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_030440595.1	GCF_030440595.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3019545
GCF_030440595.1	GCF_030440595.1/genomic.gbff	GENBANK_FLAT_FILE	7465709
GCF_030440595.1	GCF_030440595.1/GCF_030440595.1_ASM3044059v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2902690
GCF_030440595.1	GCF_030440595.1/genomic.gff	GFF3	1735616
GCF_030440595.1	GCF_030440595.1/protein.faa	PROTEIN_FASTA	1019735
GCF_030440595.1	GCF_030440595.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_030770335.1	GCF_030770335.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3206025
GCF_030770335.1	GCF_030770335.1/genomic.gbff	GENBANK_FLAT_FILE	8058890
GCF_030770335.1	GCF_030770335.1/GCF_030770335.1_ASM3077033v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3084536
GCF_030770335.1	GCF_030770335.1/genomic.gff	GFF3	1926642
GCF_030770335.1	GCF_030770335.1/protein.faa	PROTEIN_FASTA	1070247
GCF_030770335.1	GCF_030770335.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_032163395.1	GCF_032163395.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	5817625
GCF_032163395.1	GCF_032163395.1/genomic.gbff	GENBANK_FLAT_FILE	14262211
GCF_032163395.1	GCF_032163395.1/GCF_032163395.1_ASM3216339v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	5688913
GCF_032163395.1	GCF_032163395.1/genomic.gff	GFF3	3308042
GCF_032163395.1	GCF_032163395.1/protein.faa	PROTEIN_FASTA	1923907
GCF_032163395.1	GCF_032163395.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_032878895.1	GCF_032878895.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	5244054
GCF_032878895.1	GCF_032878895.1/genomic.gbff	GENBANK_FLAT_FILE	12102008
GCF_032878895.1	GCF_032878895.1/GCF_032878895.1_ASM3287889v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	4912448
GCF_032878895.1	GCF_032878895.1/genomic.gff	GFF3	2543868
GCF_032878895.1	GCF_032878895.1/protein.faa	PROTEIN_FASTA	1749953
GCF_032878895.1	GCF_032878895.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_033096465.1	GCF_033096465.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3963816
GCF_033096465.1	GCF_033096465.1/genomic.gbff	GENBANK_FLAT_FILE	9550637
GCF_033096465.1	GCF_033096465.1/GCF_033096465.1_ASM3309646v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3788442
GCF_033096465.1	GCF_033096465.1/genomic.gff	GFF3	2186164
GCF_033096465.1	GCF_033096465.1/protein.faa	PROTEIN_FASTA	1306027
GCF_033096465.1	GCF_033096465.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_033546855.1	GCF_033546855.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	767276
GCF_033546855.1	GCF_033546855.1/genomic.gbff	GENBANK_FLAT_FILE	1818390
GCF_033546855.1	GCF_033546855.1/GCF_033546855.1_ASM3354685v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	715098
GCF_033546855.1	GCF_033546855.1/genomic.gff	GFF3	402720
GCF_033546855.1	GCF_033546855.1/protein.faa	PROTEIN_FASTA	256824
GCF_033546855.1	GCF_033546855.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_033956065.1	GCF_033956065.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	6235017
GCF_033956065.1	GCF_033956065.1/genomic.gbff	GENBANK_FLAT_FILE	14669013
GCF_033956065.1	GCF_033956065.1/GCF_033956065.1_ASM3395606v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	5907853
GCF_033956065.1	GCF_033956065.1/genomic.gff	GFF3	3492407
GCF_033956065.1	GCF_033956065.1/protein.faa	PROTEIN_FASTA	1910431
GCF_033956065.1	GCF_033956065.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_034298135.1	GCF_034298135.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2178031
GCF_034298135.1	GCF_034298135.1/genomic.gbff	GENBANK_FLAT_FILE	5077314
GCF_034298135.1	GCF_034298135.1/GCF_034298135.1_ASM3429813v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2003669
GCF_034298135.1	GCF_034298135.1/genomic.gff	GFF3	1215308
GCF_034298135.1	GCF_034298135.1/protein.faa	PROTEIN_FASTA	699737
GCF_034298135.1	GCF_034298135.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_034356035.1	GCF_034356035.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3921846
GCF_034356035.1	GCF_034356035.1/genomic.gbff	GENBANK_FLAT_FILE	9623701
GCF_034356035.1	GCF_034356035.1/GCF_034356035.1_ASM3435603v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3642923
GCF_034356035.1	GCF_034356035.1/genomic.gff	GFF3	2298054
GCF_034356035.1	GCF_034356035.1/protein.faa	PROTEIN_FASTA	1317420
GCF_034356035.1	GCF_034356035.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_034424315.1	GCF_034424315.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	8718888
GCF_034424315.1	GCF_034424315.1/genomic.gbff	GENBANK_FLAT_FILE	19800025
GCF_034424315.1	GCF_034424315.1/GCF_034424315.1_ASM3442431v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	8527122
GCF_034424315.1	GCF_034424315.1/genomic.gff	GFF3	3844689
GCF_034424315.1	GCF_034424315.1/protein.faa	PROTEIN_FASTA	2927024
GCF_034424315.1	GCF_034424315.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_034424645.1	GCF_034424645.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	4109496
GCF_034424645.1	GCF_034424645.1/genomic.gbff	GENBANK_FLAT_FILE	9784109
GCF_034424645.1	GCF_034424645.1/GCF_034424645.1_ASM3442464v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3768399
GCF_034424645.1	GCF_034424645.1/genomic.gff	GFF3	2258860
GCF_034424645.1	GCF_034424645.1/protein.faa	PROTEIN_FASTA	1341120
GCF_034424645.1	GCF_034424645.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_034478925.1	GCF_034478925.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	4660307
GCF_034478925.1	GCF_034478925.1/genomic.gbff	GENBANK_FLAT_FILE	11669286
GCF_034478925.1	GCF_034478925.1/GCF_034478925.1_ASM3447892v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	4280178
GCF_034478925.1	GCF_034478925.1/genomic.gff	GFF3	2903360
GCF_034478925.1	GCF_034478925.1/protein.faa	PROTEIN_FASTA	1528175
GCF_034478925.1	GCF_034478925.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_034479555.1	GCF_034479555.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3864176
GCF_034479555.1	GCF_034479555.1/genomic.gbff	GENBANK_FLAT_FILE	9206372
GCF_034479555.1	GCF_034479555.1/GCF_034479555.1_ASM3447955v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3640194
GCF_034479555.1	GCF_034479555.1/genomic.gff	GFF3	2088790
GCF_034479555.1	GCF_034479555.1/protein.faa	PROTEIN_FASTA	1331631
GCF_034479555.1	GCF_034479555.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_036323495.1	GCF_036323495.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3885997
GCF_036323495.1	GCF_036323495.1/genomic.gbff	GENBANK_FLAT_FILE	9030431
GCF_036323495.1	GCF_036323495.1/GCF_036323495.1_ASM3632349v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3581207
GCF_036323495.1	GCF_036323495.1/genomic.gff	GFF3	2003863
GCF_036323495.1	GCF_036323495.1/protein.faa	PROTEIN_FASTA	1332836
GCF_036323495.1	GCF_036323495.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_037113525.1	GCF_037113525.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	5212037
GCF_037113525.1	GCF_037113525.1/genomic.gbff	GENBANK_FLAT_FILE	12337899
GCF_037113525.1	GCF_037113525.1/GCF_037113525.1_AgR_BfibD1_NP_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	4996276
GCF_037113525.1	GCF_037113525.1/genomic.gff	GFF3	2641859
GCF_037113525.1	GCF_037113525.1/protein.faa	PROTEIN_FASTA	1729641
GCF_037113525.1	GCF_037113525.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_040267515.1	GCF_040267515.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	7990375
GCF_040267515.1	GCF_040267515.1/genomic.gbff	GENBANK_FLAT_FILE	18146826
GCF_040267515.1	GCF_040267515.1/GCF_040267515.1_UMSP_Dlac_medaka1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	7358301
GCF_040267515.1	GCF_040267515.1/genomic.gff	GFF3	4083345
GCF_040267515.1	GCF_040267515.1/protein.faa	PROTEIN_FASTA	2631762
GCF_040267515.1	GCF_040267515.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_041222865.1	GCF_041222865.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	4994013
GCF_041222865.1	GCF_041222865.1/genomic.gbff	GENBANK_FLAT_FILE	12176496
GCF_041222865.1	GCF_041222865.1/GCF_041222865.1_ASM4122286v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	4611902
GCF_041222865.1	GCF_041222865.1/genomic.gff	GFF3	2887180
GCF_041222865.1	GCF_041222865.1/protein.faa	PROTEIN_FASTA	1650968
GCF_041222865.1	GCF_041222865.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_042926695.1	GCF_042926695.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2767213
GCF_042926695.1	GCF_042926695.1/genomic.gbff	GENBANK_FLAT_FILE	6666086
GCF_042926695.1	GCF_042926695.1/GCF_042926695.1_ACM3666_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2582820
GCF_042926695.1	GCF_042926695.1/genomic.gff	GFF3	1565590
GCF_042926695.1	GCF_042926695.1/protein.faa	PROTEIN_FASTA	929538
GCF_042926695.1	GCF_042926695.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_044361425.1	GCF_044361425.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	5115911
GCF_044361425.1	GCF_044361425.1/genomic.gbff	GENBANK_FLAT_FILE	11831512
GCF_044361425.1	GCF_044361425.1/GCF_044361425.1_ASM4436142v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	4768653
GCF_044361425.1	GCF_044361425.1/genomic.gff	GFF3	2504103
GCF_044361425.1	GCF_044361425.1/protein.faa	PROTEIN_FASTA	1687257
GCF_044361425.1	GCF_044361425.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_047130825.1	GCF_047130825.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	11580132
GCF_047130825.1	GCF_047130825.1/genomic.gbff	GENBANK_FLAT_FILE	27420223
GCF_047130825.1	GCF_047130825.1/GCF_047130825.1_ASM4713082v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	10617551
GCF_047130825.1	GCF_047130825.1/genomic.gff	GFF3	6306666
GCF_047130825.1	GCF_047130825.1/protein.faa	PROTEIN_FASTA	3820563
GCF_047130825.1	GCF_047130825.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900187045.1	GCF_900187045.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2846411
GCF_900187045.1	GCF_900187045.1/genomic.gbff	GENBANK_FLAT_FILE	6804547
GCF_900187045.1	GCF_900187045.1/GCF_900187045.1_51485_B01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2660758
GCF_900187045.1	GCF_900187045.1/genomic.gff	GFF3	1534561
GCF_900187045.1	GCF_900187045.1/protein.faa	PROTEIN_FASTA	952263
GCF_900187045.1	GCF_900187045.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900187105.1	GCF_900187105.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2331029
GCF_900187105.1	GCF_900187105.1/genomic.gbff	GENBANK_FLAT_FILE	5905702
GCF_900187105.1	GCF_900187105.1/GCF_900187105.1_50618_F01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2220069
GCF_900187105.1	GCF_900187105.1/genomic.gff	GFF3	1453048
GCF_900187105.1	GCF_900187105.1/protein.faa	PROTEIN_FASTA	761848
GCF_900187105.1	GCF_900187105.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900187165.1	GCF_900187165.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2646449
GCF_900187165.1	GCF_900187165.1/genomic.gbff	GENBANK_FLAT_FILE	6637657
GCF_900187165.1	GCF_900187165.1/GCF_900187165.1_52121_G02_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2465950
GCF_900187165.1	GCF_900187165.1/genomic.gff	GFF3	1647162
GCF_900187165.1	GCF_900187165.1/protein.faa	PROTEIN_FASTA	865045
GCF_900187165.1	GCF_900187165.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900187235.1	GCF_900187235.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2569208
GCF_900187235.1	GCF_900187235.1/genomic.gbff	GENBANK_FLAT_FILE	6217356
GCF_900187235.1	GCF_900187235.1/GCF_900187235.1_52184_D01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2407344
GCF_900187235.1	GCF_900187235.1/genomic.gff	GFF3	1370579
GCF_900187235.1	GCF_900187235.1/protein.faa	PROTEIN_FASTA	855504
GCF_900187235.1	GCF_900187235.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900187295.1	GCF_900187295.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3199497
GCF_900187295.1	GCF_900187295.1/genomic.gbff	GENBANK_FLAT_FILE	7585482
GCF_900187295.1	GCF_900187295.1/GCF_900187295.1_52191_E01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3049303
GCF_900187295.1	GCF_900187295.1/genomic.gff	GFF3	1701925
GCF_900187295.1	GCF_900187295.1/protein.faa	PROTEIN_FASTA	1084863
GCF_900187295.1	GCF_900187295.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900324475.1	GCF_900324475.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	5264467
GCF_900324475.1	GCF_900324475.1/genomic.gbff	GENBANK_FLAT_FILE	12228869
GCF_900324475.1	GCF_900324475.1/GCF_900324475.1_EB-247_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	4776652
GCF_900324475.1	GCF_900324475.1/genomic.gff	GFF3	2876403
GCF_900324475.1	GCF_900324475.1/protein.faa	PROTEIN_FASTA	1749428
GCF_900324475.1	GCF_900324475.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900474605.1	GCF_900474605.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2635893
GCF_900474605.1	GCF_900474605.1/genomic.gbff	GENBANK_FLAT_FILE	6550428
GCF_900474605.1	GCF_900474605.1/GCF_900474605.1_41594_C01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2451953
GCF_900474605.1	GCF_900474605.1/genomic.gff	GFF3	1628386
GCF_900474605.1	GCF_900474605.1/protein.faa	PROTEIN_FASTA	855837
GCF_900474605.1	GCF_900474605.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900474615.1	GCF_900474615.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3084007
GCF_900474615.1	GCF_900474615.1/genomic.gbff	GENBANK_FLAT_FILE	7614385
GCF_900474615.1	GCF_900474615.1/GCF_900474615.1_40295_D02_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2847094
GCF_900474615.1	GCF_900474615.1/genomic.gff	GFF3	1852304
GCF_900474615.1	GCF_900474615.1/protein.faa	PROTEIN_FASTA	1039074
GCF_900474615.1	GCF_900474615.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900475375.1	GCF_900475375.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	4168153
GCF_900475375.1	GCF_900475375.1/genomic.gbff	GENBANK_FLAT_FILE	10090048
GCF_900475375.1	GCF_900475375.1/GCF_900475375.1_42685_B01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3923321
GCF_900475375.1	GCF_900475375.1/genomic.gff	GFF3	2294537
GCF_900475375.1	GCF_900475375.1/protein.faa	PROTEIN_FASTA	1416838
GCF_900475375.1	GCF_900475375.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900475625.1	GCF_900475625.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2687349
GCF_900475625.1	GCF_900475625.1/genomic.gbff	GENBANK_FLAT_FILE	6760503
GCF_900475625.1	GCF_900475625.1/GCF_900475625.1_45709_F01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2525597
GCF_900475625.1	GCF_900475625.1/genomic.gff	GFF3	1661138
GCF_900475625.1	GCF_900475625.1/protein.faa	PROTEIN_FASTA	899578
GCF_900475625.1	GCF_900475625.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900475905.1	GCF_900475905.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2222820
GCF_900475905.1	GCF_900475905.1/genomic.gbff	GENBANK_FLAT_FILE	5531802
GCF_900475905.1	GCF_900475905.1/GCF_900475905.1_49595_E01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2031715
GCF_900475905.1	GCF_900475905.1/genomic.gff	GFF3	1395976
GCF_900475905.1	GCF_900475905.1/protein.faa	PROTEIN_FASTA	700539
GCF_900475905.1	GCF_900475905.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900475915.1	GCF_900475915.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2116434
GCF_900475915.1	GCF_900475915.1/genomic.gbff	GENBANK_FLAT_FILE	5037321
GCF_900475915.1	GCF_900475915.1/GCF_900475915.1_48128_H02_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2013803
GCF_900475915.1	GCF_900475915.1/genomic.gff	GFF3	1141809
GCF_900475915.1	GCF_900475915.1/protein.faa	PROTEIN_FASTA	724126
GCF_900475915.1	GCF_900475915.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900476005.1	GCF_900476005.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	4918516
GCF_900476005.1	GCF_900476005.1/genomic.gbff	GENBANK_FLAT_FILE	12042945
GCF_900476005.1	GCF_900476005.1/GCF_900476005.1_51438_H01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	4643548
GCF_900476005.1	GCF_900476005.1/genomic.gff	GFF3	2807005
GCF_900476005.1	GCF_900476005.1/protein.faa	PROTEIN_FASTA	1628131
GCF_900476005.1	GCF_900476005.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900476065.1	GCF_900476065.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	924338
GCF_900476065.1	GCF_900476065.1/genomic.gbff	GENBANK_FLAT_FILE	2133607
GCF_900476065.1	GCF_900476065.1/GCF_900476065.1_50465_F02_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	849438
GCF_900476065.1	GCF_900476065.1/genomic.gff	GFF3	483909
GCF_900476065.1	GCF_900476065.1/protein.faa	PROTEIN_FASTA	295610
GCF_900476065.1	GCF_900476065.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900476125.1	GCF_900476125.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	848536
GCF_900476125.1	GCF_900476125.1/genomic.gbff	GENBANK_FLAT_FILE	1980508
GCF_900476125.1	GCF_900476125.1/GCF_900476125.1_50861_F01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	831414
GCF_900476125.1	GCF_900476125.1/genomic.gff	GFF3	418138
GCF_900476125.1	GCF_900476125.1/protein.faa	PROTEIN_FASTA	287969
GCF_900476125.1	GCF_900476125.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900478035.1	GCF_900478035.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2518443
GCF_900478035.1	GCF_900478035.1/genomic.gbff	GENBANK_FLAT_FILE	5934504
GCF_900478035.1	GCF_900478035.1/GCF_900478035.1_47555_E02_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2364364
GCF_900478035.1	GCF_900478035.1/genomic.gff	GFF3	1334525
GCF_900478035.1	GCF_900478035.1/protein.faa	PROTEIN_FASTA	853385
GCF_900478035.1	GCF_900478035.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900478045.1	GCF_900478045.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2974600
GCF_900478045.1	GCF_900478045.1/genomic.gbff	GENBANK_FLAT_FILE	7065170
GCF_900478045.1	GCF_900478045.1/GCF_900478045.1_47555_C02_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2729763
GCF_900478045.1	GCF_900478045.1/genomic.gff	GFF3	1623821
GCF_900478045.1	GCF_900478045.1/protein.faa	PROTEIN_FASTA	994976
GCF_900478045.1	GCF_900478045.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900635955.1	GCF_900635955.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	5144332
GCF_900635955.1	GCF_900635955.1/genomic.gbff	GENBANK_FLAT_FILE	12343920
GCF_900635955.1	GCF_900635955.1/GCF_900635955.1_36672_A01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	4838255
GCF_900635955.1	GCF_900635955.1/genomic.gff	GFF3	2876614
GCF_900635955.1	GCF_900635955.1/protein.faa	PROTEIN_FASTA	1663707
GCF_900635955.1	GCF_900635955.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900636915.1	GCF_900636915.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2572018
GCF_900636915.1	GCF_900636915.1/genomic.gbff	GENBANK_FLAT_FILE	6302492
GCF_900636915.1	GCF_900636915.1/GCF_900636915.1_45532_F02_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2366471
GCF_900636915.1	GCF_900636915.1/genomic.gff	GFF3	1511533
GCF_900636915.1	GCF_900636915.1/protein.faa	PROTEIN_FASTA	847885
GCF_900636915.1	GCF_900636915.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900636985.1	GCF_900636985.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	6402228
GCF_900636985.1	GCF_900636985.1/genomic.gbff	GENBANK_FLAT_FILE	15580131
GCF_900636985.1	GCF_900636985.1/GCF_900636985.1_45889_C01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	5931272
GCF_900636985.1	GCF_900636985.1/genomic.gff	GFF3	3645675
GCF_900636985.1	GCF_900636985.1/protein.faa	PROTEIN_FASTA	2130397
GCF_900636985.1	GCF_900636985.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900637055.1	GCF_900637055.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	7353918
GCF_900637055.1	GCF_900637055.1/genomic.gbff	GENBANK_FLAT_FILE	17710958
GCF_900637055.1	GCF_900637055.1/GCF_900637055.1_46837_E02_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	6811170
GCF_900637055.1	GCF_900637055.1/genomic.gff	GFF3	4162553
GCF_900637055.1	GCF_900637055.1/protein.faa	PROTEIN_FASTA	2431528
GCF_900637055.1	GCF_900637055.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_900637265.1	GCF_900637265.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	7241335
GCF_900637265.1	GCF_900637265.1/genomic.gbff	GENBANK_FLAT_FILE	17001861
GCF_900637265.1	GCF_900637265.1/GCF_900637265.1_50432_C01_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	6553470
GCF_900637265.1	GCF_900637265.1/genomic.gff	GFF3	3877262
GCF_900637265.1	GCF_900637265.1/protein.faa	PROTEIN_FASTA	2444972
