accession	filePath	fileType	uncompressedLengthBytes
GCF_013282625.1	GCF_013282625.1/protein.faa	PROTEIN_FASTA	959175
GCF_013282625.1	GCF_013282625.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_013307225.1	GCF_013307225.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2327778
GCF_013307225.1	GCF_013307225.1/genomic.gbff	GENBANK_FLAT_FILE	5527158
GCF_013307225.1	GCF_013307225.1/GCF_013307225.1_ASM1330722v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2066404
GCF_013307225.1	GCF_013307225.1/genomic.gff	GFF3	1340110
GCF_013307225.1	GCF_013307225.1/protein.faa	PROTEIN_FASTA	802867
GCF_013307225.1	GCF_013307225.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_013307245.1	GCF_013307245.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2431308
GCF_013307245.1	GCF_013307245.1/genomic.gbff	GENBANK_FLAT_FILE	5827541
GCF_013307245.1	GCF_013307245.1/GCF_013307245.1_ASM1330724v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2181431
GCF_013307245.1	GCF_013307245.1/genomic.gff	GFF3	1429116
GCF_013307245.1	GCF_013307245.1/protein.faa	PROTEIN_FASTA	836693
GCF_013307245.1	GCF_013307245.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_013377295.1	GCF_013377295.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2455261
GCF_013377295.1	GCF_013377295.1/genomic.gbff	GENBANK_FLAT_FILE	6032793
GCF_013377295.1	GCF_013377295.1/GCF_013377295.1_ASM1337729v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2273659
GCF_013377295.1	GCF_013377295.1/genomic.gff	GFF3	1448105
GCF_013377295.1	GCF_013377295.1/protein.faa	PROTEIN_FASTA	808758
GCF_013377295.1	GCF_013377295.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_013377995.1	GCF_013377995.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2336976
GCF_013377995.1	GCF_013377995.1/genomic.gbff	GENBANK_FLAT_FILE	5695663
GCF_013377995.1	GCF_013377995.1/GCF_013377995.1_ASM1337799v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2196552
GCF_013377995.1	GCF_013377995.1/genomic.gff	GFF3	1337032
GCF_013377995.1	GCF_013377995.1/protein.faa	PROTEIN_FASTA	791463
GCF_013377995.1	GCF_013377995.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_013378075.1	GCF_013378075.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	4049617
GCF_013378075.1	GCF_013378075.1/genomic.gbff	GENBANK_FLAT_FILE	9538035
GCF_013378075.1	GCF_013378075.1/GCF_013378075.1_ASM1337807v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3715760
GCF_013378075.1	GCF_013378075.1/genomic.gff	GFF3	2203036
GCF_013378075.1	GCF_013378075.1/protein.faa	PROTEIN_FASTA	1391890
GCF_013378075.1	GCF_013378075.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_013393365.1	GCF_013393365.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2210416
GCF_013393365.1	GCF_013393365.1/genomic.gbff	GENBANK_FLAT_FILE	5610985
GCF_013393365.1	GCF_013393365.1/GCF_013393365.1_ASM1339336v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2124118
GCF_013393365.1	GCF_013393365.1/genomic.gff	GFF3	1287034
GCF_013393365.1	GCF_013393365.1/protein.faa	PROTEIN_FASTA	751852
GCF_013393365.1	GCF_013393365.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_013414345.1	GCF_013414345.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2887025
GCF_013414345.1	GCF_013414345.1/genomic.gbff	GENBANK_FLAT_FILE	6533501
GCF_013414345.1	GCF_013414345.1/GCF_013414345.1_ASM1341434v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2617744
GCF_013414345.1	GCF_013414345.1/genomic.gff	GFF3	1530334
GCF_013414345.1	GCF_013414345.1/protein.faa	PROTEIN_FASTA	959691
GCF_013414345.1	GCF_013414345.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014055005.1	GCF_014055005.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2885881
GCF_014055005.1	GCF_014055005.1/genomic.gbff	GENBANK_FLAT_FILE	7351967
GCF_014055005.1	GCF_014055005.1/GCF_014055005.1_ASM1405500v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2790458
GCF_014055005.1	GCF_014055005.1/genomic.gff	GFF3	1798552
GCF_014055005.1	GCF_014055005.1/protein.faa	PROTEIN_FASTA	913785
GCF_014055005.1	GCF_014055005.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014068355.1	GCF_014068355.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	914362
GCF_014068355.1	GCF_014068355.1/genomic.gbff	GENBANK_FLAT_FILE	2093316
GCF_014068355.1	GCF_014068355.1/GCF_014068355.1_ASM1406835v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	878738
GCF_014068355.1	GCF_014068355.1/genomic.gff	GFF3	419958
GCF_014068355.1	GCF_014068355.1/protein.faa	PROTEIN_FASTA	308018
GCF_014068355.1	GCF_014068355.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014117445.1	GCF_014117445.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3799004
GCF_014117445.1	GCF_014117445.1/genomic.gbff	GENBANK_FLAT_FILE	8731404
GCF_014117445.1	GCF_014117445.1/GCF_014117445.1_ASM1411744v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3406350
GCF_014117445.1	GCF_014117445.1/genomic.gff	GFF3	2014451
GCF_014117445.1	GCF_014117445.1/protein.faa	PROTEIN_FASTA	1325027
GCF_014117445.1	GCF_014117445.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014191545.1	GCF_014191545.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3472484
GCF_014191545.1	GCF_014191545.1/genomic.gbff	GENBANK_FLAT_FILE	8237075
GCF_014191545.1	GCF_014191545.1/GCF_014191545.1_ASM1419154v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3153648
GCF_014191545.1	GCF_014191545.1/genomic.gff	GFF3	1940152
GCF_014191545.1	GCF_014191545.1/protein.faa	PROTEIN_FASTA	1169665
GCF_014191545.1	GCF_014191545.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014337155.1	GCF_014337155.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3191176
GCF_014337155.1	GCF_014337155.1/genomic.gbff	GENBANK_FLAT_FILE	7432681
GCF_014337155.1	GCF_014337155.1/GCF_014337155.1_ASM1433715v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2979779
GCF_014337155.1	GCF_014337155.1/genomic.gff	GFF3	1650945
GCF_014337155.1	GCF_014337155.1/protein.faa	PROTEIN_FASTA	1079639
GCF_014337155.1	GCF_014337155.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014337175.1	GCF_014337175.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3794466
GCF_014337175.1	GCF_014337175.1/genomic.gbff	GENBANK_FLAT_FILE	8963277
GCF_014337175.1	GCF_014337175.1/GCF_014337175.1_ASM1433717v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3617683
GCF_014337175.1	GCF_014337175.1/genomic.gff	GFF3	1997529
GCF_014337175.1	GCF_014337175.1/protein.faa	PROTEIN_FASTA	1254127
GCF_014337175.1	GCF_014337175.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014337195.1	GCF_014337195.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3316703
GCF_014337195.1	GCF_014337195.1/genomic.gbff	GENBANK_FLAT_FILE	7811086
GCF_014337195.1	GCF_014337195.1/GCF_014337195.1_ASM1433719v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3123471
GCF_014337195.1	GCF_014337195.1/genomic.gff	GFF3	1752314
GCF_014337195.1	GCF_014337195.1/protein.faa	PROTEIN_FASTA	1124011
GCF_014337195.1	GCF_014337195.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014352855.1	GCF_014352855.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2841310
GCF_014352855.1	GCF_014352855.1/genomic.gbff	GENBANK_FLAT_FILE	6649638
GCF_014352855.1	GCF_014352855.1/GCF_014352855.1_ASM1435285v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2545393
GCF_014352855.1	GCF_014352855.1/genomic.gff	GFF3	1565985
GCF_014352855.1	GCF_014352855.1/protein.faa	PROTEIN_FASTA	960118
GCF_014352855.1	GCF_014352855.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014352875.1	GCF_014352875.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3796893
GCF_014352875.1	GCF_014352875.1/genomic.gbff	GENBANK_FLAT_FILE	8739947
GCF_014352875.1	GCF_014352875.1/GCF_014352875.1_ASM1435287v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3514621
GCF_014352875.1	GCF_014352875.1/genomic.gff	GFF3	1889370
GCF_014352875.1	GCF_014352875.1/protein.faa	PROTEIN_FASTA	1291358
GCF_014352875.1	GCF_014352875.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014396585.1	GCF_014396585.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2877178
GCF_014396585.1	GCF_014396585.1/genomic.gbff	GENBANK_FLAT_FILE	6719946
GCF_014396585.1	GCF_014396585.1/GCF_014396585.1_ASM1439658v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2589537
GCF_014396585.1	GCF_014396585.1/genomic.gff	GFF3	1654017
GCF_014396585.1	GCF_014396585.1/protein.faa	PROTEIN_FASTA	887323
GCF_014396585.1	GCF_014396585.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014466985.1	GCF_014466985.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2334785
GCF_014466985.1	GCF_014466985.1/genomic.gbff	GENBANK_FLAT_FILE	5340656
GCF_014466985.1	GCF_014466985.1/GCF_014466985.1_ASM1446698v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2119312
GCF_014466985.1	GCF_014466985.1/genomic.gff	GFF3	1263597
GCF_014466985.1	GCF_014466985.1/protein.faa	PROTEIN_FASTA	763638
GCF_014466985.1	GCF_014466985.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014701195.1	GCF_014701195.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2730674
GCF_014701195.1	GCF_014701195.1/genomic.gbff	GENBANK_FLAT_FILE	6401447
GCF_014701195.1	GCF_014701195.1/GCF_014701195.1_ASM1470119v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2533760
GCF_014701195.1	GCF_014701195.1/genomic.gff	GFF3	1445205
GCF_014701195.1	GCF_014701195.1/protein.faa	PROTEIN_FASTA	914445
GCF_014701195.1	GCF_014701195.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014764305.1	GCF_014764305.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3405697
GCF_014764305.1	GCF_014764305.1/genomic.gbff	GENBANK_FLAT_FILE	7425876
GCF_014764305.1	GCF_014764305.1/GCF_014764305.1_ASM1476430v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3126883
GCF_014764305.1	GCF_014764305.1/genomic.gff	GFF3	1567770
GCF_014764305.1	GCF_014764305.1/protein.faa	PROTEIN_FASTA	1178437
GCF_014764305.1	GCF_014764305.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014879975.1	GCF_014879975.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	5803295
GCF_014879975.1	GCF_014879975.1/genomic.gbff	GENBANK_FLAT_FILE	13529094
GCF_014879975.1	GCF_014879975.1/GCF_014879975.1_ASM1487997v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	5739226
GCF_014879975.1	GCF_014879975.1/genomic.gff	GFF3	2955981
GCF_014879975.1	GCF_014879975.1/protein.faa	PROTEIN_FASTA	1945513
GCF_014879975.1	GCF_014879975.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014898075.1	GCF_014898075.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2739789
GCF_014898075.1	GCF_014898075.1/genomic.gbff	GENBANK_FLAT_FILE	6581010
GCF_014898075.1	GCF_014898075.1/GCF_014898075.1_ASM1489807v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2678758
GCF_014898075.1	GCF_014898075.1/genomic.gff	GFF3	1563747
GCF_014898075.1	GCF_014898075.1/protein.faa	PROTEIN_FASTA	909176
GCF_014898075.1	GCF_014898075.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014905095.1	GCF_014905095.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2579446
GCF_014905095.1	GCF_014905095.1/genomic.gbff	GENBANK_FLAT_FILE	6031646
GCF_014905095.1	GCF_014905095.1/GCF_014905095.1_ASM1490509v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2289370
GCF_014905095.1	GCF_014905095.1/genomic.gff	GFF3	1439587
GCF_014905095.1	GCF_014905095.1/protein.faa	PROTEIN_FASTA	871190
GCF_014905095.1	GCF_014905095.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014905115.1	GCF_014905115.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2638836
GCF_014905115.1	GCF_014905115.1/genomic.gbff	GENBANK_FLAT_FILE	6256037
GCF_014905115.1	GCF_014905115.1/GCF_014905115.1_ASM1490511v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2349339
GCF_014905115.1	GCF_014905115.1/genomic.gff	GFF3	1530684
GCF_014905115.1	GCF_014905115.1/protein.faa	PROTEIN_FASTA	878732
GCF_014905115.1	GCF_014905115.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014905135.1	GCF_014905135.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2376493
GCF_014905135.1	GCF_014905135.1/genomic.gbff	GENBANK_FLAT_FILE	5575922
GCF_014905135.1	GCF_014905135.1/GCF_014905135.1_ASM1490513v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2105029
GCF_014905135.1	GCF_014905135.1/genomic.gff	GFF3	1334056
GCF_014905135.1	GCF_014905135.1/protein.faa	PROTEIN_FASTA	821522
GCF_014905135.1	GCF_014905135.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014926385.1	GCF_014926385.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2438136
GCF_014926385.1	GCF_014926385.1/genomic.gbff	GENBANK_FLAT_FILE	5824848
GCF_014926385.1	GCF_014926385.1/GCF_014926385.1_ASM1492638v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2311296
GCF_014926385.1	GCF_014926385.1/genomic.gff	GFF3	1317036
GCF_014926385.1	GCF_014926385.1/protein.faa	PROTEIN_FASTA	816036
GCF_014926385.1	GCF_014926385.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_014931715.1	GCF_014931715.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2424275
GCF_014931715.1	GCF_014931715.1/genomic.gbff	GENBANK_FLAT_FILE	5724594
GCF_014931715.1	GCF_014931715.1/GCF_014931715.1_ASM1493171v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2237392
GCF_014931715.1	GCF_014931715.1/genomic.gff	GFF3	1325832
GCF_014931715.1	GCF_014931715.1/protein.faa	PROTEIN_FASTA	816329
GCF_014931715.1	GCF_014931715.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015100395.1	GCF_015100395.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2046917
GCF_015100395.1	GCF_015100395.1/genomic.gbff	GENBANK_FLAT_FILE	4633563
GCF_015100395.1	GCF_015100395.1/GCF_015100395.1_ASM1510039v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	1830571
GCF_015100395.1	GCF_015100395.1/genomic.gff	GFF3	1082125
GCF_015100395.1	GCF_015100395.1/protein.faa	PROTEIN_FASTA	698168
GCF_015100395.1	GCF_015100395.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015140235.1	GCF_015140235.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2681983
GCF_015140235.1	GCF_015140235.1/genomic.gbff	GENBANK_FLAT_FILE	6464982
GCF_015140235.1	GCF_015140235.1/GCF_015140235.1_ASM1514023v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2573327
GCF_015140235.1	GCF_015140235.1/genomic.gff	GFF3	1488099
GCF_015140235.1	GCF_015140235.1/protein.faa	PROTEIN_FASTA	922385
GCF_015140235.1	GCF_015140235.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015209725.1	GCF_015209725.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3184975
GCF_015209725.1	GCF_015209725.1/genomic.gbff	GENBANK_FLAT_FILE	7357478
GCF_015209725.1	GCF_015209725.1/GCF_015209725.1_ASM1520972v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2950801
GCF_015209725.1	GCF_015209725.1/genomic.gff	GFF3	1611215
GCF_015209725.1	GCF_015209725.1/protein.faa	PROTEIN_FASTA	1080661
GCF_015209725.1	GCF_015209725.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015209745.1	GCF_015209745.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3119139
GCF_015209745.1	GCF_015209745.1/genomic.gbff	GENBANK_FLAT_FILE	7194899
GCF_015209745.1	GCF_015209745.1/GCF_015209745.1_ASM1520974v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2890572
GCF_015209745.1	GCF_015209745.1/genomic.gff	GFF3	1573609
GCF_015209745.1	GCF_015209745.1/protein.faa	PROTEIN_FASTA	1050539
GCF_015209745.1	GCF_015209745.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015277515.1	GCF_015277515.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2298431
GCF_015277515.1	GCF_015277515.1/genomic.gbff	GENBANK_FLAT_FILE	5484439
GCF_015277515.1	GCF_015277515.1/GCF_015277515.1_ASM1527751v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2190846
GCF_015277515.1	GCF_015277515.1/genomic.gff	GFF3	1230980
GCF_015277515.1	GCF_015277515.1/protein.faa	PROTEIN_FASTA	791848
GCF_015277515.1	GCF_015277515.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015277815.1	GCF_015277815.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	4085176
GCF_015277815.1	GCF_015277815.1/genomic.gbff	GENBANK_FLAT_FILE	9197925
GCF_015277815.1	GCF_015277815.1/GCF_015277815.1_ASM1527781v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3759483
GCF_015277815.1	GCF_015277815.1/genomic.gff	GFF3	2058414
GCF_015277815.1	GCF_015277815.1/protein.faa	PROTEIN_FASTA	1399928
GCF_015277815.1	GCF_015277815.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015277875.1	GCF_015277875.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3898726
GCF_015277875.1	GCF_015277875.1/genomic.gbff	GENBANK_FLAT_FILE	8808868
GCF_015277875.1	GCF_015277875.1/GCF_015277875.1_ASM1527787v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3564530
GCF_015277875.1	GCF_015277875.1/genomic.gff	GFF3	2042208
GCF_015277875.1	GCF_015277875.1/protein.faa	PROTEIN_FASTA	1320406
GCF_015277875.1	GCF_015277875.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015356115.1	GCF_015356115.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2667525
GCF_015356115.1	GCF_015356115.1/genomic.gbff	GENBANK_FLAT_FILE	6460234
GCF_015356115.1	GCF_015356115.1/GCF_015356115.1_ASM1535611v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2528032
GCF_015356115.1	GCF_015356115.1/genomic.gff	GFF3	1496034
GCF_015356115.1	GCF_015356115.1/protein.faa	PROTEIN_FASTA	907848
GCF_015356115.1	GCF_015356115.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015482585.1	GCF_015482585.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3240312
GCF_015482585.1	GCF_015482585.1/genomic.gbff	GENBANK_FLAT_FILE	8221188
GCF_015482585.1	GCF_015482585.1/GCF_015482585.1_ASM1548258v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	3193007
GCF_015482585.1	GCF_015482585.1/genomic.gff	GFF3	2002340
GCF_015482585.1	GCF_015482585.1/protein.faa	PROTEIN_FASTA	1095421
GCF_015482585.1	GCF_015482585.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_015775975.1	GCF_015775975.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2710376
GCF_015775975.1	GCF_015775975.1/genomic.gbff	GENBANK_FLAT_FILE	6767818
GCF_015775975.1	GCF_015775975.1/GCF_015775975.1_ASM1577597v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2601584
GCF_015775975.1	GCF_015775975.1/genomic.gff	GFF3	1634901
GCF_015775975.1	GCF_015775975.1/protein.faa	PROTEIN_FASTA	925471
GCF_015775975.1	GCF_015775975.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016117655.1	GCF_016117655.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2993282
GCF_016117655.1	GCF_016117655.1/genomic.gbff	GENBANK_FLAT_FILE	6839914
GCF_016117655.1	GCF_016117655.1/GCF_016117655.1_ASM1611765v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2772369
GCF_016117655.1	GCF_016117655.1/genomic.gff	GFF3	1479878
GCF_016117655.1	GCF_016117655.1/protein.faa	PROTEIN_FASTA	990792
GCF_016117655.1	GCF_016117655.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016127995.1	GCF_016127995.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2155129
GCF_016127995.1	GCF_016127995.1/genomic.gbff	GENBANK_FLAT_FILE	5070562
GCF_016127995.1	GCF_016127995.1/GCF_016127995.1_ASM1612799v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2058529
GCF_016127995.1	GCF_016127995.1/genomic.gff	GFF3	1099897
GCF_016127995.1	GCF_016127995.1/protein.faa	PROTEIN_FASTA	719190
GCF_016127995.1	GCF_016127995.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016132445.1	GCF_016132445.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3093147
GCF_016132445.1	GCF_016132445.1/genomic.gbff	GENBANK_FLAT_FILE	7343700
GCF_016132445.1	GCF_016132445.1/GCF_016132445.1_ASM1613244v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2862533
GCF_016132445.1	GCF_016132445.1/genomic.gff	GFF3	1685821
GCF_016132445.1	GCF_016132445.1/protein.faa	PROTEIN_FASTA	1057518
GCF_016132445.1	GCF_016132445.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016237705.1	GCF_016237705.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2205052
GCF_016237705.1	GCF_016237705.1/genomic.gbff	GENBANK_FLAT_FILE	5418300
GCF_016237705.1	GCF_016237705.1/GCF_016237705.1_ASM1623770v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2125100
GCF_016237705.1	GCF_016237705.1/genomic.gff	GFF3	1270803
GCF_016237705.1	GCF_016237705.1/protein.faa	PROTEIN_FASTA	754898
GCF_016237705.1	GCF_016237705.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016458825.1	GCF_016458825.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2627774
GCF_016458825.1	GCF_016458825.1/genomic.gbff	GENBANK_FLAT_FILE	6323329
GCF_016458825.1	GCF_016458825.1/GCF_016458825.1_ASM1645882v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2424798
GCF_016458825.1	GCF_016458825.1/genomic.gff	GFF3	1513268
GCF_016458825.1	GCF_016458825.1/protein.faa	PROTEIN_FASTA	901218
GCF_016458825.1	GCF_016458825.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016592575.1	GCF_016592575.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2609045
GCF_016592575.1	GCF_016592575.1/genomic.gbff	GENBANK_FLAT_FILE	5835809
GCF_016592575.1	GCF_016592575.1/GCF_016592575.1_ASM1659257v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2346191
GCF_016592575.1	GCF_016592575.1/genomic.gff	GFF3	1260581
GCF_016592575.1	GCF_016592575.1/protein.faa	PROTEIN_FASTA	897307
GCF_016592575.1	GCF_016592575.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016743795.2	GCF_016743795.2/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	1492886
GCF_016743795.2	GCF_016743795.2/genomic.gbff	GENBANK_FLAT_FILE	3655409
GCF_016743795.2	GCF_016743795.2/GCF_016743795.2_ASM1674379v2_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	1457049
GCF_016743795.2	GCF_016743795.2/genomic.gff	GFF3	866227
GCF_016743795.2	GCF_016743795.2/protein.faa	PROTEIN_FASTA	481355
GCF_016743795.2	GCF_016743795.2/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016865445.1	GCF_016865445.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	2092289
GCF_016865445.1	GCF_016865445.1/genomic.gbff	GENBANK_FLAT_FILE	4846500
GCF_016865445.1	GCF_016865445.1/GCF_016865445.1_ASM1686544v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	1922531
GCF_016865445.1	GCF_016865445.1/genomic.gff	GFF3	1073833
GCF_016865445.1	GCF_016865445.1/protein.faa	PROTEIN_FASTA	712235
GCF_016865445.1	GCF_016865445.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016894345.1	GCF_016894345.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	3042213
GCF_016894345.1	GCF_016894345.1/genomic.gbff	GENBANK_FLAT_FILE	7484497
GCF_016894345.1	GCF_016894345.1/GCF_016894345.1_ASM1689434v1_genomic.fna	GENOMIC_NUCLEOTIDE_FASTA	2942099
GCF_016894345.1	GCF_016894345.1/genomic.gff	GFF3	1778277
GCF_016894345.1	GCF_016894345.1/protein.faa	PROTEIN_FASTA	1012476
GCF_016894345.1	GCF_016894345.1/sequence_report.jsonl	SEQUENCE_REPORT	
GCF_016919705.1	GCF_016919705.1/cds_from_genomic.fna	CDS_NUCLEOTIDE_FASTA	4811725
GCF_016919705.1	GCF_016919705.1/genomic.gbff	GENBANK_FLAT_FILE	11348714
