environment	category	alpha_env	alpha_env_se	alpha_env_ci99_low	alpha_env_ci99_high	beta_env_log	beta_env_log_se	n_genomes_used	r_squared	p_value
Aquatic	K00005	0.22100866178270853	0.1327483304015343	-0.12095103733164383	0.5629683608970609	-1.7460468042410704	1.097150831259166	40	0.06798305346609879	0.1712592392828971
Aquatic	K00010	-0.14834007329390925	0.10647160139003525	-0.42261091847464005	0.12593077188682156	1.3083556443217776	0.886235941781691	56	0.03469911133732495	1.7093823806398896
Aquatic	K00014	0.23309595636253325	0.0351818089728159	0.1424676164485595	0.323724296276507	-1.825505059579128	0.2881715093468925	443	0.09052818287396036	7.300826609935029e-13
Aquatic	K00019	0.0740131065004407	0.05498364969263849	-0.06762477510779606	0.21565098810867744	-0.5633337140932161	0.4555265340304677	140	0.012960023648948216	0.3155198663139738
Aquatic	K00021	0.1624395252834253	0.06602980857167173	-0.007653261597201089	0.3325323121640517	-1.3009723769057737	0.5406230878058682	97	0.05989053164166269	0.021218917910905244
Aquatic	K00027	-0.04065161883477141	0.046756999210762144	-0.1610976488016947	0.07979441113215188	0.43004670450165583	0.3846101218303073	364	0.002083761198435785	1.3819702978051396
Aquatic	K00028	-0.04065161883477141	0.046756999210762144	-0.1610976488016947	0.07979441113215188	0.43004670450165583	0.3846101218303073	364	0.002083761198435785	1.3819702978051396
Aquatic	K00029	0.012644673673718203	0.11010536426068486	-0.270986744661806	0.2962760920092424	0.06250060925153522	0.8976100431005517	66	0.00020602922789858535	0.9916390331638829
Aquatic	K00060	0.013436559528541716	0.021024698137604884	-0.04072306287392846	0.0675961819310119	-0.10243708973875401	0.17337552420386018	167	0.0024692154507872655	0.7710407849808185
Aquatic	K00067	0.016240502722684944	0.027338170590868738	-0.05418262471939293	0.08666363016476282	-0.09083715709891527	0.2246376990590847	375	0.000945236540313088	0.7987818070769113
Aquatic	K00077	0.1880352579635123	0.06868290694365559	0.011108089676655525	0.3649624262503691	-1.466399089401928	0.573505801528828	139	0.05187139487543768	0.008467070081532135
Aquatic	K00082	0.03150078095913973	0.02085625204208706	-0.02222492430127653	0.085226486219556	-0.22414196443993664	0.1708344423009656	571	0.003993191604660273	0.23403617484429207
Aquatic	K00099	0.010721597503948247	0.008949364342977943	-0.012331965043562935	0.03377516005145943	-0.08279915986273008	0.0733285753827979	499	0.00287955813905294	0.4010282552485511
Aquatic	K00107	-0.07130735423239691	0.07035266648162228	-0.2525358230890559	0.10992111462426209	0.6453229062260096	0.58681496549948	68	0.015326946385535445	1.480045983530458
Aquatic	K00108	0.1426244833990247	0.06997007888001196	-0.03761843979588611	0.32286740659393554	-1.1538982449354647	0.5830913769876268	133	0.030741960348899977	0.07099761826052897
Aquatic	K00121	0.06293386919863224	0.06575885651557135	-0.10646094518547956	0.23232868358274406	-0.44231193420248394	0.5460857892412777	230	0.004001145577119614	0.5581672856977853
Aquatic	K00122	0.25465530091586963	0.1021385726279664	-0.008453662173771803	0.5177642640055111	-1.5220747330922264	0.8409015971124378	300	0.020433535543830317	0.01911343140892363
Aquatic	K00123	0.25465530091586963	0.1021385726279664	-0.008453662173771803	0.5177642640055111	-1.5220747330922264	0.8409015971124378	300	0.020433535543830317	0.01911343140892363
Aquatic	K00124	0.25465530091586963	0.1021385726279664	-0.008453662173771803	0.5177642640055111	-1.5220747330922264	0.8409015971124378	300	0.020433535543830317	0.01911343140892363
Aquatic	K00126	0.25465530091586963	0.1021385726279664	-0.008453662173771803	0.5177642640055111	-1.5220747330922264	0.8409015971124378	300	0.020433535543830317	0.01911343140892363
Aquatic	K00127	0.25465530091586963	0.1021385726279664	-0.008453662173771803	0.5177642640055111	-1.5220747330922264	0.8409015971124378	300	0.020433535543830317	0.01911343140892363
Aquatic	K00133	0.09315897366842846	0.027517251183459598	0.022274534619836528	0.1640434127170204	-0.6917189340831664	0.22536677891713858	594	0.018992833776020346	0.0006778522908024165
Aquatic	K00147	0.07699282891594408	0.022071394688302732	0.020136916198876247	0.13384874163301191	-0.5901080478395251	0.18092288596543893	530	0.02252743038386129	0.00043213253557161657
Aquatic	K00148	0.010126765364989208	0.06636435467102093	-0.1608278122675607	0.18108134299753914	-0.07201673578240425	0.5611871199231707	51	0.00047497345251734657	0.9852857899057295
Aquatic	K00156	-0.017741771625501418	0.1065486227979215	-0.2922110239529472	0.2567274807019444	0.1803632347024248	0.8945434200406365	22	0.001384416069339145	1.0174964968503377
Aquatic	K00200	-0.19953134844078804	0.18513535892670227	-0.6764400330359731	0.27737733615439697	1.917593135254168	1.5491906435106089	25	0.048074908747097744	1.5226356616841075
Aquatic	K00201	-0.19953134844078804	0.18513535892670227	-0.6764400330359731	0.27737733615439697	1.917593135254168	1.5491906435106089	25	0.048074908747097744	1.5226356616841075
Aquatic	K00202	-0.19953134844078804	0.18513535892670227	-0.6764400330359731	0.27737733615439697	1.917593135254168	1.5491906435106089	25	0.048074908747097744	1.5226356616841075
Aquatic	K00203	-0.19953134844078804	0.18513535892670227	-0.6764400330359731	0.27737733615439697	1.917593135254168	1.5491906435106089	25	0.048074908747097744	1.5226356616841075
Aquatic	K00204	-0.19953134844078804	0.18513535892670227	-0.6764400330359731	0.27737733615439697	1.917593135254168	1.5491906435106089	25	0.048074908747097744	1.5226356616841075
Aquatic	K00205	-0.19953134844078804	0.18513535892670227	-0.6764400330359731	0.27737733615439697	1.917593135254168	1.5491906435106089	25	0.048074908747097744	1.5226356616841075
Aquatic	K00211	0.0	0.0	0.0	0.0	0.0	0.0	174	0.0	
Aquatic	K00216	0.0	0.0	0.0	0.0	0.0	0.0	28	0.0	
Aquatic	K00220	0.04115167617517352	0.011415193554189056	0.01174613757958251	0.07055721477076453	-0.33320304408017626	0.09383782602558793	285	0.04390588242674853	0.00025519371373450284
Aquatic	K00228	0.4000801975545569	0.05563820201372138	0.25675618916721066	0.5434042059419032	-2.729323743460553	0.45700297927958544	410	0.11247784291327723	5.10702591327572e-15
Aquatic	K00231	0.010686346089479479	0.026884535178997894	-0.0585682165316191	0.07994090871057806	-0.07054475565226398	0.22242282020642054	117	0.001372016383823338	0.9043081782592934
Aquatic	K00233	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00234	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00235	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00236	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00237	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00239	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00240	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00241	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00242	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00244	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00245	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00246	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00247	0.08068263612236182	0.02948680493136549	0.004724626619164313	0.15664064562555932	-0.6327126414871271	0.24262761331819072	297	0.02475130418170768	0.008511491164060025
Aquatic	K00254	0.09649148020208433	0.020850192295146373	0.04278138484978727	0.15020157555438138	-0.751411868574395	0.17063619032744812	570	0.03633583797717166	1.1984761960626145e-06
Aquatic	K00265	-0.03340958939043789	0.10999017300285902	-0.3167442750458027	0.24992509626492695	0.3886836882309071	0.8807589674000078	90	0.0010473618047290856	1.0570456320941815
Aquatic	K00266	-0.03340958939043789	0.10999017300285902	-0.3167442750458027	0.24992509626492695	0.3886836882309071	0.8807589674000078	90	0.0010473618047290856	1.0570456320941815
Aquatic	K00288	0.08850954616173598	0.025376454406170715	0.02313979961144022	0.15387929271203174	-0.6806916113339513	0.20777568853838654	500	0.023845560431039692	0.0004330789041333549
Aquatic	K00297	0.15499224401290157	0.033868048277848464	0.06774815164916392	0.24223633637663922	-1.2021022448554826	0.2779714112078269	493	0.04090891434667998	1.6205428741145056e-06
Aquatic	K00299	0.4578975146808195	0.08540543421635394	0.23789311613949177	0.6779019132221473	-3.471041028488685	0.7081971158006902	375	0.07155085860989818	1.1285216094947259e-08
Aquatic	K00300	0.08850954616173598	0.025376454406170715	0.02313979961144022	0.15387929271203174	-0.6806916113339513	0.20777568853838654	500	0.023845560431039692	0.0004330789041333549
Aquatic	K00301	-0.2503753853053258	0.3507466584630122	-1.1538987775060452	0.6531480068953937	2.930276086770783	2.947512377467377	83	0.006251548758338554	1.277036545072617
Aquatic	K00302	-0.2503753853053258	0.3507466584630122	-1.1538987775060452	0.6531480068953937	2.930276086770783	2.947512377467377	83	0.006251548758338554	1.277036545072617
Aquatic	K00303	-0.2503753853053258	0.3507466584630122	-1.1538987775060452	0.6531480068953937	2.930276086770783	2.947512377467377	83	0.006251548758338554	1.277036545072617
Aquatic	K00304	-0.2503753853053258	0.3507466584630122	-1.1538987775060452	0.6531480068953937	2.930276086770783	2.947512377467377	83	0.006251548758338554	1.277036545072617
Aquatic	K00305	-0.2503753853053258	0.3507466584630122	-1.1538987775060452	0.6531480068953937	2.930276086770783	2.947512377467377	83	0.006251548758338554	1.277036545072617
Aquatic	K00306	-0.2503753853053258	0.3507466584630122	-1.1538987775060452	0.6531480068953937	2.930276086770783	2.947512377467377	83	0.006251548758338554	1.277036545072617
Aquatic	K00361	0.006429516182639724	0.060242140341367004	-0.14875423733672166	0.16161326970200113	1.3305996884692142	0.5023200390013345	235	4.888534092706287e-05	0.9927745948791031
Aquatic	K00362	0.006429516182639747	0.06024214034136701	-0.14875423733672166	0.16161326970200118	0.6374525079092688	0.5023200390013345	235	4.8885340926840826e-05	0.9927745948791031
Aquatic	K00363	0.006429516182639747	0.06024214034136701	-0.14875423733672166	0.16161326970200118	0.6374525079092688	0.5023200390013345	235	4.8885340926840826e-05	0.9927745948791031
Aquatic	K00364	0.0	0.0	0.0	0.0	0.0	0.0	93	0.0	
Aquatic	K00376	-0.05533179998845354	0.03626304934191431	-0.1487454150932248	0.038081815116317724	0.4671559976334111	0.2979597276486831	109	0.02129554420328883	1.7728581214114705
Aquatic	K00384	0.018690344497673032	0.025919816926488027	-0.048079103904960126	0.0854597929003062	-0.1028186324895333	0.2121211803485736	567	0.0009194387736010112	0.7181926434172636
Aquatic	K00390	0.0007121773599776667	0.01934452155616665	-0.049119310168707624	0.05054366488866296	0.010518043721376547	0.16031244903035743	380	3.5856424761560035e-06	0.999137511903871
Aquatic	K00450	-0.4068492098855348	0.243868628880928	-1.0350547978828053	0.22135637811173575	3.4475620524947024	2.0351442593825717	13	0.20193094105975917	1.8299875590334571
Aquatic	K00451	-0.0022321398603269344	0.04955803519265816	-0.12989363851661437	0.12542935879596048	0.034442830345595796	0.4150939943480312	88	2.358880555741738e-05	1.001290667438477
Aquatic	K00452	0.02923351665562429	0.05964432433177571	-0.12441026282302994	0.18287729613427853	-0.2145593830675754	0.4903581442963071	81	0.003031643714390575	0.8581863743790441
Aquatic	K00455	0.07966477836603572	0.08614886012693024	-0.14225468532093657	0.30158424205300804	-0.6115613571323893	0.7162714378464432	55	0.01587839243221878	0.5801929637956866
Aquatic	K00456	0.5939882387845538	0.22547142817171673	0.013173839814211497	1.1748026377548961	-4.861195981998415	1.9176552875975856	17	0.31632379680979406	0.01205500438128193
Aquatic	K00469	0.0	0.0	0.0	0.0	0.0	0.0	21	0.0	
Aquatic	K00544	-0.06560915208826826	0.09748872051421907	-0.31674009613289655	0.18552179195636007	0.5811714570669201	0.8258248648764954	27	0.017794366095157166	1.2504909634681831
Aquatic	K00548	0.035301417794044165	0.015090383783979242	-0.0035714108334863603	0.07417424642157469	-0.27849808864642217	0.12444076421039287	446	0.012175326756961313	0.030687947031053042
Aquatic	K00549	0.1926840272503649	0.05051238984143201	0.06256411101883605	0.3228039434818938	-1.4727261338309463	0.4155904552759808	292	0.047778821732701426	9.482162153151563e-05
Aquatic	K00560	0.06748482701816834	0.02223210045634133	0.010214936242633067	0.12475471779370362	-0.5391468518512762	0.18289224179566332	353	0.025579415649607973	0.0028345951582942064
Aquatic	K00564	-0.15671094715309236	0.09767513000249979	-0.40832208203953185	0.09490018773334713	1.536293488103337	0.8046798623966454	186	0.013796827905812159	1.8057759337209798
Aquatic	K00587	-0.2916734911855874	0.2657460396320196	-0.9762352892776699	0.3928883069064951	2.5029966653450324	2.2239631686923715	11	0.11804898871295277	1.5355507608686263
Aquatic	K00603	0.043317873156182324	0.01853673116593673	-0.004432746327270698	0.09106849263963535	-0.33202201536996406	0.15200850414270348	549	0.009884765346898305	0.030913981454511852
Aquatic	K00608	0.014897569853916133	0.011624404660761435	-0.015046896552205322	0.04484203626003759	-0.11210449317258142	0.09515804398087419	539	0.0030492206528143218	0.35147750847595405
Aquatic	K00609	0.014897569853916133	0.011624404660761435	-0.015046896552205322	0.04484203626003759	-0.11210449317258142	0.09515804398087419	539	0.0030492206528143218	0.35147750847595405
Aquatic	K00610	0.014897569853916133	0.011624404660761435	-0.015046896552205322	0.04484203626003759	-0.11210449317258142	0.09515804398087419	539	0.0030492206528143218	0.35147750847595405
Aquatic	K00618	-0.0032175437046703466	0.01083372572177188	-0.031125221163954712	0.02469013375461402	0.029705424704026512	0.08970085382644526	225	0.0003953817576546337	1.0546055689616667
Aquatic	K00619	-0.0032175437046703466	0.01083372572177188	-0.031125221163954712	0.02469013375461402	0.029705424704026512	0.08970085382644526	225	0.0003953817576546337	1.0546055689616667
Aquatic	K00620	0.18727345715245447	0.04945525895023276	0.05987671009665488	0.3146702042082541	-1.2373951144148825	0.40586178340065576	447	0.03121719701509018	0.00010850955502617055
Aquatic	K00634	0.0	0.0	0.0	0.0	0.0	0.0	35	0.0	
Aquatic	K00639	0.015129366203897763	0.012717689806370192	-0.017631402737311848	0.04789013514510738	-0.119797820303175	0.10501522093696675	274	0.005176095995251928	0.40617985445699234
Aquatic	K00640	0.3279597498113006	0.05068553238972512	0.1973938183753687	0.4585256812472325	-2.480124837558356	0.415407477175457	541	0.07207692915017161	2.6578739209526248e-12
Aquatic	K00641	0.0900398832922029	0.054715842407670086	-0.05090812674995525	0.23098789333436104	-0.6673308213990341	0.452039907969068	242	0.01115731336667436	0.17836085196872853
Aquatic	K00643	0.08533596886088067	0.14118163976059112	-0.278347935162402	0.4490198728841634	-0.5579314875007992	1.1643918315748845	77	0.004847703952259641	0.7924797438426019
Aquatic	K00651	0.0900398832922029	0.054715842407670086	-0.05090812674995525	0.23098789333436104	-0.6673308213990341	0.452039907969068	242	0.01115731336667436	0.17836085196872853
Aquatic	K00652	0.0030209694307217977	0.01042033714298794	-0.023821819049615136	0.02986375791105873	-0.021872865734101323	0.0862246398166493	223	0.0003801646331531572	0.9478994643486467
Aquatic	K00654	0.0	0.0	0.0	0.0	0.0	0.0	10	0.0	
Aquatic	K00672	0.4001555995481115	0.11204414226131211	0.11152988908297146	0.6887813100132515	-3.245324381582238	0.9394603770972823	26	0.34702710478945586	0.00029750875554768186
Aquatic	K00674	0.00033089486522687266	0.008993030430071648	-0.022835151522637695	0.023496941253091437	-0.0002973556387369258	0.07422076959580218	285	4.783870521940514e-06	0.9991384888335801
Aquatic	K00681	0.055830042845204784	0.07051801456799402	-0.1258243626819478	0.23748444837235738	-0.264180012775557	0.5846504179586939	329	0.0019131822228729556	0.6709641945929419
Aquatic	K00748	-0.007558824347164746	0.02888421886778481	-0.08196457215057841	0.06684692345624892	0.11047040120890561	0.236925212524341	437	0.00015740902468275308	1.042661347368457
Aquatic	K00761	0.05194625256282619	0.016039706905378513	0.010627967574571136	0.09326453755108124	-0.4123363676684795	0.13226197454587682	441	0.023334416896027332	0.001259273376668535
Aquatic	K00763	0.055824979673549234	0.029925802121389275	-0.021263886591149535	0.132913845938248	-0.4401443040547439	0.2486747396316494	236	0.014653410221518448	0.10911346885017092
Aquatic	K00764	0.034855380867680794	0.010905273965333395	0.006763395132981968	0.06294736660237962	-0.27558547295708935	0.08927602456653715	509	0.01975126141495165	0.00149819795951589
Aquatic	K00766	0.005357007568250497	0.01446561419111014	-0.03190641458804922	0.04262042972455022	-0.026752551578060776	0.11862385117630121	566	0.00024310062191590376	0.9163953833982101
Aquatic	K00767	0.14185196573391376	0.04453984772467564	0.027117317995149312	0.2565866134726782	-0.946516499449537	0.3649320133153488	557	0.017947947303642797	0.0015689699049690198
Aquatic	K00768	0.1289967319229437	0.03943538781457442	0.027411172912599993	0.23058229093328741	-1.0037334839281524	0.3263281467963086	325	0.03206482925154275	0.0011006508288415873
Aquatic	K00787	0.8649007266193807	0.3872863122638584	-0.13274881377231862	1.86255026701108	-6.921059210820805	3.241515358124619	11	0.3565606090211426	0.041792692173241
Aquatic	K00788	-0.0705026541813667	0.04325787533800219	-0.18193494105206034	0.04092963268932695	0.717570663043112	0.35402899120451997	454	0.005842481300618152	1.8156771620466454
Aquatic	K00790	0.003367165073232799	0.04122786485560411	-0.10283581479480339	0.10957014494126899	0.09613995025084258	0.33726146274905927	586	1.1421662442834268e-05	0.9957625413812778
Aquatic	K00793	0.0	0.0	0.0	0.0	0.0	0.0	47	0.0	
Aquatic	K00795	0.8649007266193807	0.3872863122638584	-0.13274881377231862	1.86255026701108	-6.921059210820805	3.241515358124619	11	0.3565606090211426	0.041792692173241
Aquatic	K00800	0.03944399194051508	0.013140174756022189	0.005594901769001924	0.07329308211202823	-0.3101162679809397	0.1073745787271948	498	0.017842628962930762	0.003226356484606452
Aquatic	K00804	0.0757103653450154	0.09809539520333733	-0.17698337269878156	0.3284041033888124	-0.546970494367993	0.8219206029608186	103	0.005863247100309499	0.6843936364780341
Aquatic	K00820	0.10909952513920636	0.02246576297438643	0.05122771971718691	0.16697133056122582	-0.8487897643695606	0.18384610306406116	585	0.038878810817090104	3.017842162833517e-07
Aquatic	K00821	0.0	0.0	0.0	0.0	0.0	0.0	106	0.0	
Aquatic	K00833	0.00028813744203109667	0.00995602869635057	-0.02535859247976797	0.025934867363830164	0.0030680273986470694	0.08165098700493376	383	2.1983719945550817e-06	0.9994669211477945
Aquatic	K00849	-0.02327357045006165	0.03512714953119678	-0.11376110764242454	0.06721396674230125	0.23206711996216312	0.288932381666477	221	0.0020004442066061667	1.2438083551682868
Aquatic	K00851	0.03088429941338355	0.048249873605008556	-0.09340737499311849	0.1551759738198856	-0.18197923068712835	0.40252971373637697	202	0.0020443929527589333	0.7704092272947101
Aquatic	K00854	-0.03996075203569423	0.08475163563211133	-0.258280965424013	0.17835946135262454	0.5307306121721753	0.7034598826134417	224	0.00100042251856447	1.13197164216172
Aquatic	K00855	0.0356601660535117	0.04427819119046449	-0.07840045445312484	0.14972078656014826	-0.2766636404784711	0.36499691772744464	121	0.005420998713321246	0.6617144728692641
Aquatic	K00858	0.08220507482931787	0.05547231662745593	-0.060691612803008596	0.22510176246164432	-0.5958231934437932	0.45836872407540735	323	0.006794829924827717	0.2470766501608499
Aquatic	K00859	-0.01157069282169003	0.007324407806224871	-0.030438367330525302	0.007296981687145239	0.09929166841583112	0.059962557206321765	598	0.0041697761214566365	1.7958180176876244
Aquatic	K00863	0.14746580878333387	0.05939315452010741	-0.005530957260462821	0.30046257482713057	-1.1534643319670563	0.49207143083937777	103	0.05752521562735391	0.01975099679426595
Aquatic	K00864	0.09975124700271865	0.04556692511945724	-0.017629152105003196	0.2171316461104405	-0.7191935461249425	0.37619665077290637	434	0.01097140688002396	0.04731985368748326
Aquatic	K00869	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	
Aquatic	K00872	0.009641099876910928	0.008674017671295997	-0.01270316964434756	0.031985369398169414	-0.07418741849200935	0.07105981290469165	439	0.0028190649922524846	0.45544102115103735
Aquatic	K00877	0.2503813773664627	0.05804714335179615	0.10085193609223583	0.39991081864068956	-1.8431105195877913	0.4764494876627919	393	0.0454230737975283	7.176803843877977e-06
Aquatic	K00878	-0.01897927998997023	0.05287511700844194	-0.1551855814037167	0.11722702142377622	0.2024316989967783	0.43452615337752737	134	0.0009751224483280918	1.078749448838517
Aquatic	K00883	0.3304775361659705	0.36196148990480187	-0.6019352618287992	1.26289033416074	-2.7261835235129737	3.0555790910572234	11	0.08477084116671962	0.5882001419084635
Aquatic	K00884	0.28364335712303895	0.1204099265228722	-0.02653261359987985	0.5938193278459578	-2.26016924994698	1.009063444656822	79	0.0672215366715413	0.029227322001537992
Aquatic	K00891	0.0002852410187957117	0.026200277428861385	-0.06720667363795123	0.06777715567554264	0.030029077412731447	0.21474325950505854	257	4.6480607540644314e-07	0.9999245471035396
Aquatic	K00899	-0.01031395597579357	0.0997548905291942	-0.2672825539789978	0.2466546420274107	0.11395817081833172	0.8287932676185266	49	0.00022739741703636795	1.0067824298693098
Aquatic	K00912	0.0	0.0	0.0	0.0	0.0	0.0	419	0.0	
Aquatic	K00919	0.0	0.0	0.0	0.0	0.0	0.0	510	0.0	
Aquatic	K00927	-0.0016273744643122638	0.015950455870357316	-0.04271574878635271	0.039460999857728184	0.030376488477917317	0.13064502743475095	447	2.339152974295544e-05	1.006604967787665
Aquatic	K00928	0.2306788100770845	0.05940970788207129	0.07763940257286883	0.38371821758130015	-1.5610351174660482	0.48591196655417984	562	0.026216514359543974	6.786440680128791e-05
Aquatic	K00929	-0.25130832305648565	0.1785884363718385	-0.7113521351503416	0.20873548903737033	2.376463244726444	1.445014945846064	75	0.026409521500406097	1.716524256873994
Aquatic	K00931	-0.008783866750460473	0.026023301158091105	-0.07581989053370317	0.05825215703278222	0.1266959053709606	0.21334629798180813	534	0.00021411252470382447	1.0699635758165233
Aquatic	K00941	0.1519429596737188	0.03580435716525436	0.05971093561602356	0.24417498373141402	-1.1663018285186626	0.2938662204017081	392	0.04413871317351614	1.0492180410048846e-05
Aquatic	K00945	0.050401118692925906	0.0402858686477568	-0.05337527894369562	0.15417751632954743	-0.40299079172596886	0.3310880039949944	63	0.025017385678823723	0.36918815855003495
Aquatic	K00946	-0.00010720264396358346	0.005171566136851297	-0.013429157012492523	0.013214751724565358	0.002413323314047132	0.04247078755387184	452	9.548912168755308e-07	1.0002735190311056
Aquatic	K00948	0.15745256720361833	0.03162853358639636	0.0759774646850613	0.23892766972217538	-1.1922597230844463	0.2587322184881913	557	0.04274412540883976	1.4066371911702902e-07
Aquatic	K00950	0.1613861927502839	0.04012429543769985	0.058026007702769083	0.26474637779779875	-1.1697591548383108	0.328736290670872	580	0.027227109274501116	3.366436722807009e-05
Aquatic	K00953	0.018389393316367547	0.00585006139807928	0.0033196351549153215	0.033459151477819776	-0.14771951238188877	0.0478685253487588	525	0.018543148543765264	0.0018535935269992088
Aquatic	K00954	0.0053931267441030845	0.007344200202701841	-0.01352553297805686	0.02431178646626303	-0.03947630809877684	0.06012666901290653	597	0.0009054862244554096	0.7094261602934746
Aquatic	K00963	0.22790647544567652	0.04959844813910362	0.1001408730393456	0.35567207785200744	-1.7131170013795491	0.40623460698684916	420	0.048083885065260956	1.4531233849535141e-06
Aquatic	K00965	-0.038040396005136735	0.03773983555689841	-0.13525821239970703	0.05917742038943357	0.3656515438451171	0.3085761340250812	202	0.005054281697874585	1.47628112851404
Aquatic	K00966	0.13621331109212553	0.09344622733655805	-0.10450417052684802	0.3769307927110991	-1.0274199593807185	0.7677707716515285	82	0.025872672712643596	0.25854593642859647
Aquatic	K00971	0.13621331109212553	0.09344622733655805	-0.10450417052684802	0.3769307927110991	-1.0274199593807185	0.7677707716515285	82	0.025872672712643596	0.25854593642859647
Aquatic	K00972	0.006483542144497871	0.00771293848002711	-0.013384987380051967	0.026352071669047707	-0.049651441490847	0.0630940968899066	414	0.0017121566941272759	0.6377255602182981
Aquatic	K00973	0.07114253034902712	0.03802634177114733	-0.02681332605344841	0.16909838675150266	-0.49048679824196423	0.31198599637005586	452	0.007718129551067654	0.10771360344694614
