category	Z_alpha_category	Z_beta_category	n_envs_used
R04365	1.4565416473597428	1.447106606205277	3
R04383	0.32826791349640305	0.33469126393915133	6
R04405	1.4145500653258962	1.422475056818103	8
R04420	1.7764950608040249	1.7664230380935595	7
R04424	0.8899906553886442	0.900480850453977	4
R04425	1.0123513322153717	0.9915585480393196	2
R04436	0.9454943988910478	0.9254675844862117	3
R04438	1.091854973631434	1.093569864754824	3
R04448	1.0765855094098038	1.0565370948650603	8
R04449	0.5674220347085784	0.5752726659100502	6
R04463	3.2853377177062817	3.290770653297939	8
R04496	0.9952046861997511	0.9961031069513621	2
R04527	0.7081723598030356	0.7023294028749932	3
R04591	3.2601571002073118	3.14430417891857	8
R04594	1.5892634097854788	1.588336611442503	5
R04606	0.5258000751668258	0.5239487197263171	6
R04640	1.127575951249628	1.1161135665188577	2
R04734	1.4186072424875342	1.4096893926432328	7
R05049	0.9531918696179108	0.9441240638870024	4
R05137	0.7840982562893966	0.808259258977178	3
R05176	0.9340870340248059	0.9256436241416482	2
R05218	1.6209368296347868	1.622162646927693	8
R05222	0.8115001858189457	0.8088335767748599	3
R05227	1.6521826212086386	1.619902909050958	7
R05332	0.7480547890533602	0.7458097872528858	3
R05606	1.4917460917969891	1.4785561274096741	7
R05608	0.5791735232372716	0.5657318098879617	5
R05627	2.0893377084376348	1.9821688311808723	8
R05633	1.1040674585401073	1.1283664566120328	6
R05636	3.734275823923276	3.700274820202755	8
R05637	0.9176277404254566	0.8853483108402921	2
R05651	0.8838162628948476	0.8888925910282238	2
R05688	1.2186164361444736	1.203918057038948	5
R05706	2.028563976515239	2.037023598704516	8
R05763	1.3958084680043115	1.3706836291747224	3
R05838	1.11920956130063	1.1199973962314467	5
R05850	1.5242200376468373	1.5008940595777325	6
R05884	3.5864801883017536	3.5422014323367765	8
R06513	1.8064251796261923	1.7506987535273135	8
R06514	0.9398570745729243	0.8950981419049833	8
R06530	1.5108514245517568	1.4768681263669512	7
R06601	1.0391814914196755	1.0176198517030288	8
R06613	1.5635831221581418	1.5869185227604143	6
R06836	0.6935956661904749	0.7185429364213707	4
R06859	1.1572237998586825	1.1608432666809814	2
R06978	0.2531980825828197	0.2415829847789546	2
R06982	0.24366730018694846	0.2434587395189651	3
R06983	0.6781165380120056	0.6696701784311186	7
R07140	0.6781165380120056	0.6696701784311186	7
R07164	0.5450358115711392	0.5394925285541861	2
R07165	0.5450358115711392	0.5394925285541861	2
R07168	1.2986313129644047	1.2484457582658635	7
R07226	1.7938493619781084	1.7478585653646217	2
R07234	2.753247361419181	2.653342667710298	7
R07281	2.009860232694186	1.9456519590549357	8
R07290	1.3808944072910836	1.3827258846303883	4
R07324	2.2346482594918613	2.1686822287914334	5
R07359	1.6109495307273034	1.6147300074709288	8
R07605	0.7239605621421266	0.708925435942314	5
R07606	2.033457185824666	1.975536540865169	8
R07607	2.124634639566074	2.1190121095479704	8
R08057	2.3674860119192185	2.4003379317845157	7
R08165	1.2496899326191517	1.2471468557565784	3
R08689	7.807140874055993	7.674060431127727	4
R08856	0.8681347526342784	0.8396116204056204	3
R08991	1.2839455079711246	1.2781745533986328	7
R09386	1.3417334695090177	1.3795423799292146	2
R09541	1.5109455931692801	1.4758503569802282	6
R09662	1.5886786083675832	1.5778967112127347	5
R09819	2.228512689199652	2.202048364763268	3
R09838	1.2313440097034158	1.2010894779722927	4
R10523	0.9454943988910478	0.9254675844862117	3
R10524	0.9454943988910478	0.9254675844862117	3
R12777	0.7843464218738306	0.7806114028504566	4
